586 '600731' 湖南海利            185503  104533 石油化工  0.319 1.832%    2.294        
587 '600733' S前锋               42954  15933 房地产  -0.172 -1.003%    1.094        
588 '600734' 实达集团            172810  166856 房地产  -0.152 -38.018%    0.241        
589 '600735' 新华锦              91052  18702 纺织服装  0.331 5.636%    1.848        
590 '600736' 苏州高新            2024259  1432948 房地产  0.0009 3.884%    4.127        
591 '600737' 中粮屯河            1469657  873007 食品饮料  0.348 1.282%    2.892        
592 '600738' 兰州民百            202457  84355 商业贸易  -0.356 7.154%    3.202        
593 '600739' 辽宁成大            2661252  792593 商业贸易  0.164 2.951%    11.396        
594 '600740' 山西焦化            1069434  821664 石油化工  -0.280 -5.221%    2.480        
595 '600741' 华域汽车            7859969  4497188 机械仪表  1.859 17.542%    11.476        
596 '600742' 一汽富维            712626  261948 机械仪表  1.936 10.726%    18.736        
597 '600743' 华远地产            2378847  1950314 房地产  0.102 7.628%    2.172        
598 '600744' 华银电力            1982028  1592321 供水供电  1.973 9.637%    2.220        
599 '600745' 中茵股份            677452  307042 房地产  -0.591 -0.366%    6.926        
600 '600746' 江苏索普            51573  9851 石油化工  0.0583 -4.867%    1.362        
601 '600747' 大连控股            257123  48234 电子  -0.133 -2.521%    1.417        
602 '600748' 上实发展            2727518  2176263 房地产  -0.951 10.892%    6.080        
603 '600749' 西藏旅游            185331  120358 社会服务  0.200 0.844%    3.356        
604 '600750' 江中药业            333268  106518 生物医药  1.447 10.047%    7.364        
605 '600751' 天海投资            1278298 1095414 55639 交通仓储  -0.0138 2.033%    4.186       1677740 1095414
606 '600753' 东方银星            22771  8773 商业贸易  -0.013 0.0167%    1.094        
607 '600754' 锦江股份            2702638 1636454 1855187 社会服务  1.397 7.697%    10.297       2630065 1636454
608 '600755' 厦门国贸            3905274  3003995 商业贸易  1.899 8.191%    4.772        
609 '600756' XD浪潮软            181339  84909 信息技术  0.378 11.203%    5.981        
610 '600757' 长江传媒            841258  329663 文化传播  0.0548 6.868%    4.141        
611 '600758' 红阳能源            73699  39716 供水供电  -0.0027 1.000%    1.703        
612 '600759' 洲际油气            1419521  878124 房地产  0.0393 1.237%    2.315        
613 '600761' 安徽合力            573204  153176 机械仪表  0.894 9.837%    6.551        
614 '600763' 通策医疗            132997  43640 社会服务  0.574 23.414%    2.564        
615 '600764' 中电广通            122404  62174 信息技术  0.269 -25.924%    1.462        
616 '600765' 中航重机            1318494  933791 机械仪表  0.822 -9.241%    4.174        
617 '600766' 园城黄金            16542  11802 房地产  0.0818 31.040%    0.211        
618 '600767' 运盛医疗            61345  21308 房地产  -0.0042 -9.102%    0.985        
619 '600768' 宁波富邦            60820  56213 金属材料  -0.479 -114.533%    0.345        
620 '600769' 祥龙电业            9507  5125 石油化工  -0.0309 14.845%    0.113        
621 '600770' 综艺股份            668770  206027 电子  0.126 -7.420%    2.553        
622 '600771' 广誉远              106644  32931 生物医药  -0.216 0.284%    2.574        
623 '600773' 西藏城投            1106478 1502051 848261 房地产  1.642 2.509%    3.412       1580206 1502051
624 '600774' 汉商集团            165286  96471 商业贸易  0.181 1.177%    3.243        
625 '600775' 南京熊猫            489180 890100 143191 信息技术  0.119 4.408%    3.571       1044892 890100
626 '600776' 东方通信            371731 723692 71904 信息技术  -0.0086 5.740%    2.355       856048 723692
627 '600777' 新潮实业            518063  171084 综合类  0.259 0.882%    4.010        
628 '600778' 友好集团            723039  527056 商业贸易  1.460 0.957%    5.131        
629 '600779' 水井坊              175384  47710 食品饮料  0.355 5.545%    2.613        
630 '600780' 通宝能源            876764  413141 供水供电  0.977 8.077%    3.994        
631 '600781' 辅仁药业            117945  75877 生物医药  0.524 7.840%    1.995        
632 '600782' 新钢股份            2822624  1966056 金属材料  1.470 0.747%    5.815        
633 '600783' 鲁信创投            513914  161736 金属材料  -0.137 6.808%    4.530        
634 '600784' 鲁银投资            588559  416896 金属材料  0.0874 0.388%    2.657        
635 '600785' 新华百货            434253  245730 商业贸易  0.231 2.884%    8.469        
636 '600787' 中储股份            1506750  635176 商业贸易  -0.032 7.693%    3.937        
637 '600789' 鲁抗医药            396365  205593 生物医药  0.0377 0.0413%    3.114        
638 '600790' 轻纺城              703330  331964 综合类  -0.0722 7.974%    3.539        
639 '600791' 京能置业            522710  315267 房地产  -0.514 0.0864%    3.319        
640 '600792' 云煤能源            574782  264854 石油化工  -0.0321 -10.607%    3.131        
641 '600794' 保税科技            322027  119126 交通仓储  0.297 1.303%    1.582        
642 '600795' 国电电力            25018482  18066090 供水供电  1.236 9.146%    2.564        
643 '600796' 钱江生化            107319  47625 生物医药  0.162 4.636%    1.900        
644 '600797' 浙大网新            427839  212529 信息技术  0.0364 10.371%    2.246        
645 '600798' 宁波海运            626537  316431 交通仓储  0.458 0.609%    2.556        
646 '600800' 天津磁卡            64406  58250 其他制造  -0.0962 -24.547%    0.146        
647 '600801' 华新水泥            2548667 597282 1450912 金属材料  1.839 1.070%    6.414       791835 597282
648 '600802' 福建水泥            518082  341228 金属材料  0.05 -19.518%    2.740        
649 '600803' 新奥股份            1092188  634657 石油化工  0.924 12.767%    3.993        
650 '600804' 鹏博士              1858972  1303897 信息技术  3.326 13.037%    3.925        
651 '600805' 悦达投资            1021163  338904 综合类  0.162 2.054%    7.427        
652 '600807' 天业股份            489750  331762 房地产  -0.485 5.364%    1.843        
653 '600808' 马钢股份            6245446 1414357 4171286 金属材料  0.762 -26.031%    2.397       1624240 1414357
654 '600809' 山西汾酒            613736  181348 食品饮料  0.502 8.559%    4.929        
655 '600810' 神马股份            819867  548374 石油化工  -0.394 2.647%    5.393        
656 '600811' 东方集团            2154970 2066839 1102995 商业贸易  0.504 4.718%    6.030       2066839 2066839
657 '600812' 华北制药            1632924  1104644 生物医药  0.0061 0.262%    3.251        
658 '600814' 杭州解百            455746  183240 商业贸易  0.227 11.276%    2.806        
659 '600815' 厦工股份            1019492  631454 机械仪表  -0.0711 -7.655%    3.944        
660 '600816' 安信信托            950311  320547 金融保险  0.310 9.657%    3.558        
661 '600818' 中路股份            94487 740763 39837 机械仪表  0.330 10.627%    1.520       857713 740763
662 '600819' 耀皮玻璃            820265 412898 472988 金属材料  0.568 -12.664%    3.077       536121 412898
663 '600820' 隧道股份            6288692  4600104 建筑业  0.473 8.893%    5.295        
664 '600821' 津劝业              197010  136694 商业贸易  -0.176 0.756%    1.449        
665 '600822' 上海物贸            801941 559361 760200 商业贸易  0.408 -169.320%    0.735       622120 559361
666 '600823' 世茂股份            6534778 1742809 4069260 房地产  0.233 10.511%    10.169       1892809 1742809
667 '600824' 益民集团            278230  79313 商业贸易  0.221 9.032%    1.814        
668 '600825' 新华传媒            437558  181601 商业贸易  -0.0077 1.402%    2.430        
669 '600826' 兰生股份            452720  126362 商业贸易  -0.182 15.844%    7.666        
670 '600827' 百联股份            4067519 1906873 2198254 商业贸易  0.560 7.880%    8.663       2068976 1906873
671 '600828' 茂业商业            288405  156735 商业贸易  0.119 5.902%    2.280        
672 '600829' 人民同泰            418511  269802 生物医药  0.0167 4.291%    2.564        
673 '600830' 香溢融通            359129  137700 商业贸易  0.305 7.025%    4.440        
674 '600831' 广电网络            541061  345259 文化传播  1.259 6.987%    3.384        
675 '600833' 第一医药            123013  44704 商业贸易  0.219 5.305%    3.479        
676 '600834' 申通地铁            242878  104781 社会服务  0.0971 3.429%    2.893        
677 '600835' 上海机电            2985274 1535584 1936625 机械仪表  1.309 22.596%    7.939       1801777 1535584
678 '600836' 界龙实业            369646  275262 造纸印刷  -1.524 2.080%    2.648        
679 '600837' 海通证券            57644890 12105829 45952125 金融保险  1.355 14.707%    9.363       15382433 12105829
680 '600838' 上海九百            118974  17923 商业贸易  -0.0517 7.242%    2.521        
681 '600839' 四川长虹            5561534  3781364 电子  0.701 -16.320%    2.623        
682 '600841' 上柴股份            547754 669588 198297 机械仪表  -0.162 0.727%    4.027       844104 669588
683 '600843' 上工申贝            314670 417669 109617 机械仪表  0.0928 8.870%    3.235       578509 417669
684 '600844' 丹化科技            306542 367271 151760 石油化工  0.292 -3.746%    1.052       433771 367271
685 '600845' 宝信软件            637702 412115 240317 信息技术  0.699 7.980%    9.996       601610 412115
686 '600846' 同济科技            848372  536263 建筑业  -2.690 8.967%    2.860        
687 '600847' 万里股份            75974  5204 机械仪表  -0.0888 -0.393%    4.540        
688 '600848' 上海临港            698004 450482 346525 机械仪表  -0.514 7.687%    3.478       1311912 450482
689 '600850' 华东电脑            403478  237476 信息技术  -0.615 11.812%    4.716        
690 '600851' 海欣股份            525025 1034227 107191 纺织服装  -0.125 3.235%    3.268       1253719 1034227
691 '600853' 龙建股份            768849  687716 建筑业  1.065 2.480%    1.496        
692 '600854' 春兰股份            241210  54874 机械仪表  -0.164 -0.445%    3.662        
693 '600855' 航天长峰            167456  73595 机械仪表  0.273 3.428%    2.575        
694 '600856' 中天能源            469952  225233 商业贸易  0.127 15.216%    3.293        
695 '600857' 宁波中百            78217  16033 商业贸易  -0.0541 2.079%    2.772        
696 '600858' 银座股份            1154729  825347 商业贸易  0.399 3.471%    5.745        
697 '600859' 王府井              1395359  656630 商业贸易  1.406 8.958%    15.952        
698 '600860' 京城股份            207749 303968 92752 机械仪表  0.345 -29.161%    1.689       326529 303968
699 '600861' 北京城乡            456429  220765 商业贸易  -0.560 4.670%    7.304        
700 '600862' 中航高科            969677  629836 房地产  0.356 4.324%    2.401        
701 '600863' 内蒙华电            3875252 1631976 2457888 供水供电  0.456 8.798%    1.819       1631976 1631976
702 '600864' 哈投股份            557905  181464 供水供电  -0.270 1.155%    6.625        
703 '600865' 百大集团            178481  30608 商业贸易  0.219 9.510%    3.930        
704 '600867' 通化东宝            378813  130911 生物医药  0.259 20.045%    2.165        
705 '600868' 梅雁吉祥            260484 499213 43543 综合类  0.0433 0.919%    1.133       499213 499213
706 '600869' 智慧能源            1113375  777753 机械仪表  0.171 7.795%    1.619        
707 '600870' 厦华电子            3816  1752 电子  -0.0057 5.814%    0.0395        
708 '600871' 石化油服            8530778 677667 6067082 石油化工  0.182 0.0993%    1.742       4810604 677667
709 '600872' 中炬高新            452312  172453 食品饮料  0.495 9.836%    3.156        
710 '600873' 梅花生物            1741658  863127 食品饮料  0.107 2.592%    2.752        
711 '600874' 创业环保            1004930 813247 543055 社会服务  1.619 7.510%    3.084       905025 813247
712 '600875' 东方电气            8613442 1956962 6215684 机械仪表  1.778 1.905%    9.864       2110644 1956962
713 '600876' 洛阳玻璃            131404 645797 103569 金属材料  -0.249 51.908%    0.926       798205 645797
714 '600877' 中国嘉陵            196929  194835 机械仪表  -0.213 -407.657%    0.0526        
715 '600879' 航天电子            1069047  500931 机械仪表  0.0672 4.827%    5.288        
716 '600880' XD博瑞传            450269  61852 文化传播  0.296 2.080%    3.283        
717 '600881' 亚泰集团            5633873  4181039 金属材料  0.140 0.435%    4.513        
718 '600882' 华联矿业            166425  33285 采掘业  0.447 -3.326%    3.291        
719 '600883' 博闻科技            75012  8079 金属材料  -0.102 11.064%    2.824        
720 '600884' 杉杉股份            1019798  509878 电子  -0.460 13.854%    14.655        
721 '600885' 宏发股份            539562  148705 机械仪表  1.425 16.191%    5.484        
722 '600886' 国投电力            18354478 6609586 13215514 供水供电  3.374 20.421%    3.917       6609586 6609586
723 '600887' 伊利股份            3963097  1948505 食品饮料  1.572 23.177%    3.295        
724 '600888' 新疆众和            895638  570195 金属材料  0.661 0.765%    5.032        
725 '600889' XD南京化            209250  67857 石油化工  0.202 0.477%    4.571        
726 '600890' 中房股份            36514  3569 房地产  -0.0329 3.701%    0.566        
727 '600891' 秋林集团            122312  31738 商业贸易  -0.339 5.781%    2.717        
728 '600892' 宝诚股份            14115  11963 商业贸易  -0.0333 -79.741%    10.830        
729 '600893' 中航动力            4761754 6271360 2939269 机械仪表  1.508 6.861%    7.728       8936825 6271360
730 '600894' 广日股份            927370  266470 机械仪表  2.430 33.385%    7.470        
731 '600895' 张江高科            1853059  1060843 综合类  0.948 6.369%    4.883        
732 '600896' 中海海盛            551638  356521 交通仓储  0.217 1.622%    3.968        
733 '600897' 厦门空港            380258 495258 65899 交通仓储  1.058 10.030%    9.880       495258 495258
734 '600898' 三联商社            69644  32914 商业贸易  -0.302 6.373%    1.454        
735 '600900' 长江电力            14383214  5529744 供水供电  0.536 10.723%    5.116        
736 '600917' 重庆燃气            791136  415481 供水供电  0.496 10.778%    2.235        
737 '600958' XD东方证            20789757  17252182 金融保险  -2.604 20.954%    6.619        
738 '600959' 江苏有线            1858445  581438 文化传播  0.771 6.403%    4.046        
739 '600960' 渤海活塞            300254  91434 机械仪表  0.369 1.096%    3.881        
740 '600961' 株冶集团            568332  556205 金属材料  0.661 -488.373%    0.235        
741 '600962' 国投中鲁            187541  89533 食品饮料  0.422 3.918%    3.112        
742 '600963' 岳阳林纸            1520712  997769 造纸印刷  -0.227 0.0912%    5.013        
743 '600965' 福成股份            201634  38751 农牧业  0.315 10.226%    1.987        
744 '600966' 博汇纸业            1213973  787894 造纸印刷  0.353 0.984%    2.932        
745 '600967' 北方创业            315796  82869 机械仪表  -0.0267 -2.126%    2.693        
746 '600969' 郴电国际            902967  562037 供水供电  2.415 3.440%    11.693        
747 '600970' 中材国际            2853513  2174094 建筑业  1.680 10.306%    5.512        
748 '600971' 恒源煤电            1308439  715377 采掘业  0.548 0.0848%    5.658        
749 '600973' 宝胜股份            884917  654713 机械仪表  -0.045 7.376%    5.940        
750 '600975' 新五丰              169086  56089 农牧业  0.263 3.456%    3.278        
751 '600976' 健民集团            160208  60472 生物医药  0.316 8.723%    6.390        
752 '600978' 宜华生活            1272465  587205 木材家具  0.706 9.003%    4.613        
753 '600979' 广安爱众            644943  447708 供水供电  0.772 9.957%    2.173        
754 '600980' 北矿磁材            75508  27352 电子  -0.0812 7.839%    3.164        
755 '600981' 汇鸿集团            3098547  2564954 商业贸易  -0.289 16.641%    2.518        
756 '600982' 宁波热电            328070  65669 供水供电  0.188 3.771%    3.267        
757 '600983' 惠而浦              800817  357833 机械仪表  0.959 8.278%    5.780        
758 '600984' 建设机械            491897  241887 机械仪表  0.0339 0.106%    4.868        
759 '600985' 雷鸣科化            160072  34141 石油化工  0.454 10.028%    4.409        
760 '600986' 科达股份            888452  501981 建筑业  0.548 3.058%    4.409        
761 '600987' 航民股份            414631  97439 纺织服装  0.295 3.230%    4.476        
762 '600988' 赤峰黄金            342981  124102 采掘业  0.237 10.827%    2.995        
763 '600990' 四创电子            294399  190434 信息技术  -2.572 0.0843%    7.503        
764 '600992' 贵绳股份            198192  63625 金属材料  0.678 1.364%    5.490        
765 '600993' 马应龙              240987 859182 52331 商业贸易  0.424 12.514%    4.139       860815 859182
766 '600995' 文山电力            285978  139267 供水供电  0.757 7.031%    3.066        
767 '600997' 开滦股份            2074819  1254073 石油化工  -0.0724 0.237%    5.361        
768 '600998' 九州通              3087385 3587468 2119110 商业贸易  -2.004 4.530%    5.635       4130700 3587468
769 '600999' XD招商证            29165558  24322381 金融保险  -3.152 22.562%    8.325        
770 '601000' 唐山港              1664444  526736 交通仓储  0.482 11.540%    4.624        
771 '601001' 大同煤业            2771052  1643045 采掘业  -0.861 -18.613%    3.657        
772 '601002' 晋亿实业            396840  151340 机械仪表  0.247 -0.604%    2.830        
773 '601003' 柳钢股份            2104306  1640119 金属材料  0.166 -21.228%    1.811        
774 '601005' 重庆钢铁            3922808 479232 3521993 金属材料  -0.378 -150.099%    0.899       1050853 479232
775 '601006' 大秦铁路            10809201  2003398 交通仓储  0.862 12.737%    5.909        
776 '601007' 金陵饭店            323984  121302 社会服务  0.419 3.560%    4.667        
777 '601008' 连云港              670565 824621 341070 交通仓储  0.0457 1.659%    3.168       1031459 824621
778 '601009' 南京银行            77019661  72553741 金融保险  23.080 11.692%    13.160        
779 '601010' 文峰股份            691587  295710 商业贸易  -0.0003 6.492%    2.144        
780 '601011' 宝泰隆              803957  305515 石油化工  0.108 2.146%    3.106        
781 '601012' 隆基股份            1164173  571063 电子  0.084 4.509%    3.329        
782 '601015' 陕西黑猫            1078320  608880 石油化工  0.389 1.211%    4.523        
783 '601016' 节能风电            1781703  1091460 供水供电  0.649 3.248%    3.013        
784 '601018' 宁波港              4784388 7539200 1379588 交通仓储  0.200 7.940%    2.513       7539200 7539200
785 '601020' 华钰矿业            251502  103587   -0.364 -0.427%    2.694        
786 '601021' 春秋航空            1518951  877524 交通仓储  1.848 18.745%    8.018        
787 '601028' 玉龙股份            331870  64418 金属材料  0.160 1.027%    3.376        
788 '601038' 一拖股份            1327245 546991 787387 机械仪表  0.640 2.895%    4.693       669504 546991
789 '601058' 赛轮金宇            1299760  861949 石油化工  1.189 4.550%    4.072        
790 '601069' 西部黄金            254583  94376 金属材料  0.172 4.022%    2.519        
791 '601088' 中国神华            55396499 22081500 19580800 采掘业  2.790 5.514%    14.720       25342164 22081500
792 '601098' 中南传媒            1611512  472624 文化传播  0.229 10.213%    6.048        
793 '601099' 太平洋              3919072  2736199 金融保险  -0.442 0.0658%    2.481        
794 '601100' 恒立液压            470072  119521 机械仪表  0.254 1.829%    5.512        
795 '601101' 昊华能源            1764326  925707 采掘业  -0.0747 0.597%    5.677        
796 '601106' 中国一重            3858296  2267320 机械仪表  -0.0475 -6.637%    2.404        
797 '601107' 四川成渝            3354020 1018651 2024355 交通仓储  0.520 7.953%    4.094       1192999 1018651
798 '601111' 中国国航            21370354 5948404 14710840 交通仓储  2.427 11.324%    4.572       7779596 5948404
799 '601113' 华鼎股份            425606  153253 石油化工  0.266 3.680%    3.269        
800 '601116' 三江购物            280711  119402 商业贸易  0.237 1.977%    3.927        
801 '601117' 中国化学            8285355  5462061 建筑业  -0.200 1.442%    5.374        
802 '601118' 海南橡胶            1289158  476473 农牧业  -0.0605 -12.395%    2.031        
803 '601126' 四方股份            557196  187933 机械仪表  0.0884 9.347%    4.528        
804 '601127' 小康股份               机械仪表               
805 '601137' 博威合金            272509  68174 金属材料  0.589 3.450%    4.692        
806 '601139' 深圳燃气            1567966  789427 供水供电  0.100 2.875%    3.370        
807 '601155' 新城控股            6780211  5393058   -0.431 15.137%    5.380        
808 '601158' 重庆水务            1958763  598359 供水供电  0.428 11.413%    2.832        
809 '601166' 兴业银行            528939827  498355917 金融保险  31.860 14.907%    15.870        
810 '601168' 西部矿业            2856941  1613125 采掘业  1.020 0.267%    4.774        
811 '601169' 北京银行            178779904  167969600 金融保险  3.383 13.107%    8.510        
812 '601177' 杭齿前进            398055  225454 机械仪表  -0.233 -7.418%    4.041        
813 '601179' 中国西电            3255771  1326586 机械仪表  0.616 4.904%    3.596        
814 '601186' 中国铁建            69609632 9727661 56727718 建筑业  3.710 11.324%    8.223       12448412 9727661
815 '601188' 龙江交通            456675  101084 交通仓储  0.203 6.044%    2.669        
816 '601198' 东兴证券            7318123  5959595 金融保险  0.521 15.045%    5.425        
817 '601199' 江南水务            436509  202394 供水供电  0.190 2.024%    5.010        
818 '601208' 东材科技            326846  96410 石油化工  0.172 2.743%    3.601        
819 '601211' 国泰君安            43331411  32968202 金融保险  -0.0652 2.749%    12.642        
820 '601216' 君正集团            2029744  780754 石油化工  0.192 2.304%    2.958        
821 '601218' 吉鑫科技            393286  144172 机械仪表  0.259 5.263%    2.464        
822 '601222' 林洋能源            644060  153626 机械仪表  -0.343 6.576%    11.829        
823 '601225' 陕西煤业            8991232  5033950 采掘业  0.028 -0.124%    3.126        
824 '601226' 华电重工            828830  455769 机械仪表  -0.189 0.431%    3.207        
825 '601231' 环旭电子            1303144  622243 电子  0.598 10.141%    3.129        
826 '601233' 桐昆股份            1510523  812466 石油化工  1.624 1.659%    7.208        
827 '601238' 广汽集团            6716580 9477762 2772837 机械仪表  0.790 10.967%    5.997       11096655 9477762
828 '601258' 庞大集团            6339930  5089434 商业贸易  -0.249 1.900%    1.915        
829 '601288' 农业银行            1779139379 92921480 1657950822 金融保险  2.530 15.978%    3.480       99661680 92921480
830 '601311' 骆驼股份            655373  189621 机械仪表  0.911 13.436%    5.327        
831 '601313' 江南嘉捷            280653  116767 机械仪表  0.434 14.286%    3.974        
832 '601318' 中国平安            476515891 34584704 435158784 金融保险  7.460 16.216%    18.280       54293524 34584704
833 '601328' 交通银行            715536179 21548726 661726976 金融保险  5.105 12.795%    7.000       35073836 21548726
834 '601333' 广深铁路            3194327 2181763 449901 交通仓储  0.319 3.899%    3.877       2572654 2181763
835 '601336' 新华保险            66056000 8293792 60271898 金融保险  2.390 14.872%    18.540       10426243 8293792
836 '601339' 百隆东方            1110478  438110 纺织服装  0.076 4.819%    4.483        
837 '601368' 绿城水务            693301  439872 供水供电  0.613 7.571%    3.444        
838 '601369' 陕鼓动力            1491079  860395 机械仪表  -0.144 4.884%    3.673        
839 '601377' 兴业证券            11381805  9452998 金融保险  -0.207 22.506%    4.566        
840 '601388' 怡球资源            367988  159096 金属材料  0.365 0.848%    3.919        
841 '601390' 中国中铁            71366771 11537444 57426656 建筑业  1.338 10.331%    5.716       14458357 11537444
842 '601398' 工商银行            2220977971 117820544 2040926003 金融保险  3.175 16.205%    4.800       145646528 117820544
843 '601515' 东风股份            452788  73441 造纸印刷  0.466 20.627%    3.231        
844 '601518' 吉林高速            632401  346632 交通仓储  0.251 5.557%    2.065        
845 '601519' 大智慧              310693  20025 信息技术  -0.179 -4.621%    1.459        
846 '601555' 东吴证券            8058914  6383677 金融保险  -0.602 16.375%    6.644        
847 '601558' 华锐风电            1319956  892639 机械仪表  0.149 -104.191%    0.709        
848 '601566' 九牧王              528503  112895 纺织服装  0.713 6.665%    7.224        
849 '601567' 三星医疗            715841  436234 机械仪表  -0.0114 11.840%    2.331        
850 '601579' 会稽山              242982  90351 食品饮料  0.272 7.564%    3.758        
851 '601588' 北辰实业            4741313 1098580 3554424 房地产  -0.939 5.432%    3.346       1221709 1098580
852 '601599' 鹿港文化            350489  182207 纺织服装  0.423 7.606%    5.683        
853 '601600' 中国铝业            18926926 3784306 13897182 金属材料  0.485 0.560%    2.606       5062814 3784306
854 '601601' 中国太保            92384307 16948944 78816096 金融保险  4.510 13.296%    14.710       22529138 16948944
855 '601607' 上海医药            7434421 3418979 4053617 商业贸易  0.502 9.612%    11.131       4431615 3418979
856 '601608' 中信重工            2076452  1197695 机械仪表  0.0128 0.705%    2.025        
857 '601611' 中国核建                              
858 '601616' 广电电气            311229  55748 机械仪表  0.0015 1.209%    2.689        
859 '601618' 中国中冶            34376282 5927235 27260781 建筑业  0.804 9.476%    3.169       6404499 5927235
860 '601628' XD中国人            244831514 43292120 212210099 金融保险  -0.670 10.760%    11.410       52881744 43292120
861 '601633' 长城汽车            7039321 5147681 2957248 机械仪表  -0.0182 5.878%    4.466       6668910 5147681
862 '601636' 旗滨集团            1313958  801320 金属材料  0.141 2.289%    2.030        
863 '601666' 平煤股份            3452906  2302572 采掘业  -0.913 -12.241%    4.606        
864 '601668' 中国建筑            107490483  83612218 建筑业  1.820 17.259%    5.599        
865 '601669' 中国电建            38651216  32059037 建筑业  0.156 10.010%    4.256        
866 '601677' 明泰铝业            463036 491689 156018 金属材料  -1.090 4.488%    7.485       582204 491689
867 '601678' 滨化股份            724681  253127 石油化工  0.236 1.132%    3.800        
868 '601688' 华泰证券            45261459 12302814 37108582 金融保险  2.069 13.241%    11.278       12302814 12302814
869 '601689' 拓普集团            419538  88982 机械仪表  0.064 3.830%    5.056        
870 '601699' 潞安环能            5127042  3221388 采掘业  0.162 0.895%    6.404        
871 '601700' 风范股份 7.26 -0.12 -1.63% 94378 0.84% 94378 6899 7.38 7.33 7.45 7.14 432722 815074 146167 金属材料 45.38① -0.0344 1.510% 52921 41457 6899 2.525 0.69 7.31 -31.64% -885  + 822737 815074
872 '601717' 郑煤机              1198703 767484 235290 机械仪表  0.135 0.205%    5.874       829290 767484
873 '601718' 际华集团            2551980  1223249 纺织服装  -0.270 1.538%    3.380        
874 '601727' 上海电气            16212366 7664385 11249348 机械仪表  0.598 5.714%    2.905       8408047 7664385
875 '601766' 中国中车            31169373 20855102 19811917 机械仪表  0.549 12.196%    3.551       23235674 20855102
876 '601777' 力帆股份            2532061 1425838 1838435 机械仪表  -1.161 5.732%    5.468       1448576 1425838
877 '601788' 光大证券            19707282  15464920 金融保险  0.139 18.888%    10.362        
878 '601789' 宁波建工            1120514  885312 建筑业  -0.647 6.405%    4.614        
879 '601798' 蓝科高新            286862  91600 机械仪表  -0.0561 1.319%    5.488        
880 '601799' 星宇股份            340680  130125 机械仪表  0.833 14.009%    8.742        
881 '601800' 中国交建            73105082 12322849 56148800 建筑业  1.973 12.281%    9.103       15259879 12322849
882 '601801' 皖新传媒            792596  206151 文化传播  0.433 13.466%    6.306        
883 '601808' 中海油服            9352505 3614732 4669638 采掘业  1.374 2.297%    9.796       4469209 3614732
884 '601818' 光大银行            316771021 14451161 294366310 金融保险  4.530 14.510%    4.360       16201969 14451161
885 '601857' 中国石油            239409408 116098128 104980602 采掘业  1.428 3.022%    6.447       124749704 116098128
886 '601866' 中海集运            5687708 3236307 3463976 交通仓储  0.0786 -13.300%    1.898       3678732 3236307
887 '601872' 招商轮船            3188882  1307457 交通仓储  0.218 2.989%    2.651        
888 '601877' 正泰电器            1251897  513371 机械仪表  0.302 4.614%    5.342        
889 '601880' 大连港              2912989 1876777 1376060 交通仓储  0.344 3.450%    3.266       3094677 1876777
890 '601886' XD江河集            2233236  1590048 建筑业  0.864 5.244%    5.164        
891 '601888' 中国国旅            1663343  400999 社会服务  0.933 5.863%    12.173        
892 '601890' 亚星锚链            379918  85167 机械仪表  0.072 2.232%    2.944        
893 '601898' 中煤能源            25697952 4273985 15696232 采掘业  0.550 -3.019%    6.297       5402025 4273985
894 '601899' 紫金矿业            8391403 5499724 5198578 采掘业  0.477 6.010%    1.278       6641411 5499724
895 '601900' 南方传媒            719417  415963 文化传播  0.308 14.995%    3.992        
896 '601901' 方正证券            17671203  14198958 金融保险  -0.820 11.436%    4.170        
897 '601908' 京运通              758076  361228 机械仪表  -0.176 5.444%    3.043        
898 '601919' 中国远洋            14819315 3932373 10325564 交通仓储  0.652 1.150%    2.413       4459416 3932373
899 '601928' 凤凰传媒            1791445  656928 文化传播  0.738 10.529%    4.195        
900 '601929' 吉视传媒            983402  379374 文化传播  0.334 6.823%    1.938        
901 '601933' 永辉超市            2084633  857913 商业贸易  0.391 4.887%    3.004        
902 '601939' 建设银行            1834948813 4691299 1690440602 金融保险  2.530 16.131%    5.740       101370984 4691299
903 '601958' 金钼股份            1633469 2729707 324857 采掘业  0.0484 0.265%    3.974       2729707 2729707
904 '601965' 中国汽研            436820 1284136 48104 社会服务  -0.0191 1.575%    3.991       1284136 1284136
905 '601968' 宝钢包装            531743  318973 金属材料  0.130 -0.867%    2.391        
906 '601969' 海南矿业            577981  146168 采掘业  -0.0595 0.236%    2.313        
907 '601985' 中国核电            24950824  18580013 供水供电  0.879 9.228%    2.398        
908 '601988' 中国银行            1681559654 69552616 1545799168 金融保险  2.283 14.175%    4.090       89146456 69552616
909 '601989' 中国重工            20824963  14757714 机械仪表  -0.200 -0.749%    3.210        
910 '601991' 大唐发电            30336835 3837834 24001822 供水供电  1.882 6.239%    3.383       4365397 3837834
911 '601992' 金隅股份            13074670 2386759 8856483 金属材料  -0.122 5.439%    7.133       3414619 2386759
912 '601996' 丰林集团            215264  36886 木材家具  0.308 3.141%    3.663        
913 '601998' 中信银行            512229171 17771178 480260608 金融保险  -0.430 12.953%    6.490       24197958 17771178
914 '601999' 出版传媒            278972  91794 文化传播  -0.121 0.335%    3.395        
915 '603000' 人民网              360356  48755 文化传播  0.330 10.179%    2.437        
916 '603001' 奥康国际            518235  121623 纺织服装  0.261 6.810%    9.889        
917 '603002' XD宏昌电            134422  36485 石油化工  -0.0617 6.353%    1.632        
